AAC_1_.3000317.HM036080.131_596.51 Made AAC_1_.3000317.HM036080.131_596.51 into gene. strand=+, frame=0
Erm_37_.3000392.AL123456.2231679_2232219.582 Made Erm_37_.3000392.AL123456.2231679_2232219.582 into gene. strand=+, frame=0
Erm_38_.3000601.AY154657.0_1161.661 Made Erm_38_.3000601.AY154657.0_1161.661 into gene. strand=+, frame=2
Erm_39_.3000602.AY487229.2152_2893.274 Made Erm_39_.3000602.AY487229.2152_2893.274 into gene. strand=+, frame=0
Erm_41_.3000603.EU177504.0_417.357 Made Erm_41_.3000603.EU177504.0_417.357 into gene. strand=+, frame=0
Erm_42_.3003106.FR734406.0_906.11 Made Erm_42_.3003106.FR734406.0_906.11 into gene. strand=+, frame=0
Erm_43_.3003205.HE650138.2186_2918.3291 Made Erm_43_.3003205.HE650138.2186_2918.3291 into gene. strand=+, frame=0
Erm_47_.3003908.KU612222.1.80337_81078.3705 Made Erm_47_.3003908.KU612222.1.80337_81078.3705 into gene. strand=+, frame=0
Escherichia_coli_EF_Tu.3003368.AH002539.2.1760_2945.3531 Made Escherichia_coli_EF_Tu.3003368.AH002539.2.1760_2945.3531 into gene. strand=+, frame=0
Escherichia_coli_EF_Tu.3003369.AE014075.3901532_3902762.3356 Made Escherichia_coli_EF_Tu.3003369.AE014075.3901532_3902762.3356 into gene. strand=-, frame=0
Escherichia_coli_EF_Tu.3003370.NC_000913.3.3470144_3471329.3532 Made Escherichia_coli_EF_Tu.3003370.NC_000913.3.3470144_3471329.3532 into gene. strand=-, frame=0
Escherichia_coli_mutant.3003889.HG738867.2233288_2234647.3666 Made Escherichia_coli_mutant.3003889.HG738867.2233288_2234647.3666 into gene. strand=-, frame=0
Escherichia_coli_mutant.3003890.HG738867.2934266_2935658.3667 Made Escherichia_coli_mutant.3003890.HG738867.2934266_2935658.3667 into gene. strand=+, frame=0
FEZ_1_beta_lactamase.3000606.Y17896.0_849.789 Made FEZ_1_beta_lactamase.3000606.Y17896.0_849.789 into gene. strand=+, frame=0
FOX_1.3002155.X77455.700_1849.870 Made FOX_1.3002155.X77455.700_1849.870 into gene. strand=+, frame=0
FOX_10.3002162.JX049131.0_1149.951 Made FOX_10.3002162.JX049131.0_1149.951 into gene. strand=+, frame=0
FOX_2.3002156.Y10282.0_1149.1031 Made FOX_2.3002156.Y10282.0_1149.1031 into gene. strand=+, frame=0
FOX_3.3002157.Y11068.16_1165.1109 Made FOX_3.3002157.Y11068.16_1165.1109 into gene. strand=+, frame=0
FOX_4.3002158.AJ277535.0_1149.1189 Made FOX_4.3002158.AJ277535.0_1149.1189 into gene. strand=+, frame=0
FOX_5.3002159.AY007369.0_1149.1276 Made FOX_5.3002159.AY007369.0_1149.1276 into gene. strand=+, frame=0
FOX_7.3002160.AJ703795.0_1149.1355 Made FOX_7.3002160.AJ703795.0_1149.1355 into gene. strand=+, frame=0
FOX_8.3002161.HM565917.0_1149.1434 Made FOX_8.3002161.HM565917.0_1149.1434 into gene. strand=+, frame=0
FOX_9.3002163.JF896803.0_1149.1515 Made FOX_9.3002163.JF896803.0_1149.1515 into gene. strand=+, frame=0
FomA.3000423.AB016934.6575_7376.614 Made FomA.3000423.AB016934.6575_7376.614 into gene. strand=+, frame=0
FomB.3000449.AB016934.7388_8381.653 Made FomB.3000449.AB016934.7388_8381.653 into gene. strand=+, frame=0
FosA.3000149.FN543093.2365648_2366056.304 Made FosA.3000149.FN543093.2365648_2366056.304 into gene. strand=-, frame=1
FosA.3000149.NC002516.1221690_1222098.3366 Made FosA.3000149.NC002516.1221690_1222098.3366 into gene. strand=+, frame=0
FosA2.3002804.EU487198.216_642.341 Made FosA2.3002804.EU487198.216_642.341 into gene. strand=+, frame=0
FosA3.3002872.JF411006.951_1368.540 Made FosA3.3002872.JF411006.951_1368.540 into gene. strand=+, frame=0
FosA4.3003210.AB908992.0_417.1439 Made FosA4.3003210.AB908992.0_417.1439 into gene. strand=+, frame=0
FosA5.3003209.KP143090.1199_1619.3293 Made FosA5.3003209.KP143090.1199_1619.3293 into gene. strand=-, frame=0
FosB.3000172.NC_004722.1.1972251_1972668.3613 Made FosB.3000172.NC_004722.1.1972251_1972668.3613 into gene. strand=+, frame=0
FosB.3000172.NC_010419.1.17042_17462.3612 Made FosB.3000172.NC_010419.1.17042_17462.3612 into gene. strand=+, frame=0
FosB3.3002873.HQ219726.385_805.418 Made FosB3.3002873.HQ219726.385_805.418 into gene. strand=+, frame=0
FosC.3000380.Z33413.386_935.481 Made FosC.3000380.Z33413.386_935.481 into gene. strand=+, frame=0
FosC2.3002874.AB522969.0_399.580 Made FosC2.3002874.AB522969.0_399.580 into gene. strand=+, frame=0
FosK.3003207.AB917040.736_1135.3294 Made FosK.3003207.AB917040.736_1135.3294 into gene. strand=+, frame=0
FosX.3000198.FFFO01000009.1.81760_82162.3611 Made FosX.3000198.FFFO01000009.1.81760_82162.3611 into gene. strand=+, frame=0
GES_1.3002330.AF156486.1331_2195.1593 Made GES_1.3002330.AF156486.1331_2195.1593 into gene. strand=+, frame=0
GES_10.3002339.FJ820124.1123_1987.1670 Made GES_10.3002339.FJ820124.1123_1987.1670 into gene. strand=+, frame=0
GES_11.3002340.FJ854362.701_1565.1745 Made GES_11.3002340.FJ854362.701_1565.1745 into gene. strand=+, frame=0
GES_12.3002341.FN554543.0_864.1823 Made GES_12.3002341.FN554543.0_864.1823 into gene. strand=+, frame=0
GES_13.3002342.GU169702.608_1472.1905 Made GES_13.3002342.GU169702.608_1472.1905 into gene. strand=+, frame=0
GES_14.3002343.GU207844.0_864.1984 Made GES_14.3002343.GU207844.0_864.1984 into gene. strand=+, frame=0
GES_15.3002344.GU208678.0_864.771 Made GES_15.3002344.GU208678.0_864.771 into gene. strand=+, frame=0
GES_16.3002345.HM173356.511_1375.835 Made GES_16.3002345.HM173356.511_1375.835 into gene. strand=+, frame=0
GES_17.3002346.HQ874631.0_864.911 Made GES_17.3002346.HQ874631.0_864.911 into gene. strand=+, frame=0
GES_18.3002347.JQ028729.0_864.1013 Made GES_18.3002347.JQ028729.0_864.1013 into gene. strand=+, frame=0
GES_19.3002348.JN596280.1918_2782.1090 Made GES_19.3002348.JN596280.1918_2782.1090 into gene. strand=+, frame=0
GES_2.3002331.AF326355.0_864.1172 Made GES_2.3002331.AF326355.0_864.1172 into gene. strand=+, frame=0
GES_20.3002349.JN596280.2847_3711.1259 Made GES_20.3002349.JN596280.2847_3711.1259 into gene. strand=+, frame=0
GES_21.3002350.JQ772478.140_1004.1338 Made GES_21.3002350.JQ772478.140_1004.1338 into gene. strand=+, frame=0
GES_22.3002351.JX023441.37_901.1415 Made GES_22.3002351.JX023441.37_901.1415 into gene. strand=+, frame=0
GES_24.3002353.AB901141.0_864.1555 Made GES_24.3002353.AB901141.0_864.1555 into gene. strand=+, frame=0
GES_26.3003181.KP096411.0_864.2105 Made GES_26.3003181.KP096411.0_864.2105 into gene. strand=+, frame=0
GES_3.3002332.AB113580.1329_2193.1708 Made GES_3.3002332.AB113580.1329_2193.1708 into gene. strand=+, frame=0
GES_4.3002333.AB116260.1329_2193.1784 Made GES_4.3002333.AB116260.1329_2193.1784 into gene. strand=+, frame=0
GES_5.3002334.AY494717.0_864.1866 Made GES_5.3002334.AY494717.0_864.1866 into gene. strand=+, frame=0
GES_6.3002335.AY494718.0_864.1969 Made GES_6.3002335.AY494718.0_864.1969 into gene. strand=+, frame=0
GES_7.3002336.AY260546.4477_5341.2047 Made GES_7.3002336.AY260546.4477_5341.2047 into gene. strand=+, frame=0
GES_8.3002337.AF329699.372_1236.790 Made GES_8.3002337.AF329699.372_1236.790 into gene. strand=+, frame=0
GES_9.3002338.AY920928.2689_3553.871 Made GES_9.3002338.AY920928.2689_3553.871 into gene. strand=+, frame=0
GIM_1.3000845.AJ620678.0_753.952 Made GIM_1.3000845.AJ620678.0_753.952 into gene. strand=+, frame=0
GIM_2.3003194.KM659858.401_1154.2106 Made GIM_2.3003194.KM659858.401_1154.2106 into gene. strand=+, frame=0
GOB_1_beta_lactamase.3000850.AF090141.242_1115.1110 Made GOB_1_beta_lactamase.3000850.AF090141.242_1115.1110 into gene. strand=+, frame=0
H_NS.3000676.NC_002695.1737553_1737967.218 Made H_NS.3000676.NC_002695.1737553_1737967.218 into gene. strand=-, frame=1
IMI_1.3001858.U50278.1263_2142.1190 Made IMI_1.3001858.U50278.1263_2142.1190 into gene. strand=+, frame=0
IMI_2.3001859.DQ173429.0_879.1277 Made IMI_2.3001859.DQ173429.0_879.1277 into gene. strand=+, frame=0
IMI_4.3001861.KF958750.0_879.1435 Made IMI_4.3001861.KF958750.0_879.1435 into gene. strand=+, frame=0
IMI_7.3003177.KM103296.0_879.2107 Made IMI_7.3003177.KM103296.0_879.2107 into gene. strand=+, frame=0
IMP_1.3002192.AJ223604.1484_2225.1594 Made IMP_1.3002192.AJ223604.1484_2225.1594 into gene. strand=+, frame=0
IMP_10.3002201.AB074433.16_757.1671 Made IMP_10.3002201.AB074433.16_757.1671 into gene. strand=+, frame=0
IMP_11.3002202.AB074436.16_754.1746 Made IMP_11.3002202.AB074436.16_754.1746 into gene. strand=+, frame=0
IMP_12.3002203.AJ420864.155_896.1824 Made IMP_12.3002203.AJ420864.155_896.1824 into gene. strand=+, frame=0
IMP_13.3002204.AJ550807.2242_2983.1906 Made IMP_13.3002204.AJ550807.2242_2983.1906 into gene. strand=+, frame=0
IMP_14.3002205.AY553332.113_854.1985 Made IMP_14.3002205.AY553332.113_854.1985 into gene. strand=+, frame=0
IMP_15.3002206.AY553333.113_854.772 Made IMP_15.3002206.AY553333.113_854.772 into gene. strand=+, frame=0
IMP_16.3002207.AJ584652.1043_1784.836 Made IMP_16.3002207.AJ584652.1043_1784.836 into gene. strand=+, frame=0
IMP_18.3002209.JN596991.482_1223.912 Made IMP_18.3002209.JN596991.482_1223.912 into gene. strand=+, frame=0
IMP_19.3002210.EF118171.3181_3922.1014 Made IMP_19.3002210.EF118171.3181_3922.1014 into gene. strand=+, frame=0
IMP_2.3002193.AJ243491.0_741.1091 Made IMP_2.3002193.AJ243491.0_741.1091 into gene. strand=+, frame=0
IMP_20.3002211.AB196988.0_741.1173 Made IMP_20.3002211.AB196988.0_741.1173 into gene. strand=+, frame=0
IMP_21.3002212.AB204557.0_738.1867 Made IMP_21.3002212.AB204557.0_738.1867 into gene. strand=+, frame=0
IMP_22.3002213.DQ361087.356_1097.1825 Made IMP_22.3002213.DQ361087.356_1097.1825 into gene. strand=+, frame=0
IMP_24.3002215.EF192154.0_741.1907 Made IMP_24.3002215.EF192154.0_741.1907 into gene. strand=+, frame=0
IMP_25.3002216.EU541448.0_741.1986 Made IMP_25.3002216.EU541448.0_741.1986 into gene. strand=+, frame=0
IMP_26.3002217.GU045307.100_841.773 Made IMP_26.3002217.GU045307.100_841.773 into gene. strand=+, frame=0
IMP_27.3002218.JF894248.0_741.837 Made IMP_27.3002218.JF894248.0_741.837 into gene. strand=+, frame=0
IMP_28.3002219.JQ407409.1168_1909.913 Made IMP_28.3002219.JQ407409.1168_1909.913 into gene. strand=+, frame=0
IMP_29.3002220.JQ041634.1122_1863.1015 Made IMP_29.3002220.JQ041634.1122_1863.1015 into gene. strand=+, frame=0
IMP_3.3002194.AB010417.0_741.1092 Made IMP_3.3002194.AB010417.0_741.1092 into gene. strand=+, frame=0
IMP_30.3002221.DQ522237.1075_1816.1174 Made IMP_30.3002221.DQ522237.1075_1816.1174 into gene. strand=+, frame=0
IMP_31.3002222.KF148593.0_738.1260 Made IMP_31.3002222.KF148593.0_738.1260 into gene. strand=+, frame=0
IMP_32.3002223.JQ002629.113_854.1339 Made IMP_32.3002223.JQ002629.113_854.1339 into gene. strand=+, frame=0
IMP_33.3002224.JN848782.0_741.1416 Made IMP_33.3002224.JN848782.0_741.1416 into gene. strand=+, frame=0
IMP_34.3002225.AB715422.1695_2436.1482 Made IMP_34.3002225.AB715422.1695_2436.1482 into gene. strand=+, frame=0
IMP_35.3002226.JF816544.0_741.1556 Made IMP_35.3002226.JF816544.0_741.1556 into gene. strand=+, frame=0
IMP_37.3002228.JX131372.96_843.1632 Made IMP_37.3002228.JX131372.96_843.1632 into gene. strand=+, frame=0
IMP_38.3002229.HQ875573.0_741.1709 Made IMP_38.3002229.HQ875573.0_741.1709 into gene. strand=+, frame=0
IMP_4.3002195.AF244145.0_741.1785 Made IMP_4.3002195.AF244145.0_741.1785 into gene. strand=+, frame=0
IMP_40.3002231.AB753457.0_741.1868 Made IMP_40.3002231.AB753457.0_741.1868 into gene. strand=+, frame=0
IMP_41.3002232.AB753458.0_738.1970 Made IMP_41.3002232.AB753458.0_738.1970 into gene. strand=+, frame=0
IMP_42.3002233.AB753456.0_741.2048 Made IMP_42.3002233.AB753456.0_741.2048 into gene. strand=+, frame=0
IMP_43.3002234.AB777500.2034_2775.791 Made IMP_43.3002234.AB777500.2034_2775.791 into gene. strand=+, frame=0
IMP_44.3002235.AB777501.1398_2136.872 Made IMP_44.3002235.AB777501.1398_2136.872 into gene. strand=+, frame=0
IMP_45.3002236.KJ510410.5740_6478.953 Made IMP_45.3002236.KJ510410.5740_6478.953 into gene. strand=+, frame=0
IMP_47.3002238.AF322577.2081_2822.3319 Made IMP_47.3002238.AF322577.2081_2822.3319 into gene. strand=+, frame=0
IMP_48.3002239.KM087857.0_741.1111 Made IMP_48.3002239.KM087857.0_741.1111 into gene. strand=+, frame=0
IMP_5.3002196.AF290912.0_741.1191 Made IMP_5.3002196.AF290912.0_741.1191 into gene. strand=+, frame=0
IMP_51.3003659.LC031883.5071_5812.2108 Made IMP_51.3003659.LC031883.5071_5812.2108 into gene. strand=+, frame=0
IMP_6.3002197.AB040994.0_741.1278 Made IMP_6.3002197.AB040994.0_741.1278 into gene. strand=+, frame=0
IMP_7.3002198.AF318077.1147_1888.1357 Made IMP_7.3002198.AF318077.1147_1888.1357 into gene. strand=+, frame=0
IMP_8.3002199.AF322577.2081_2822.1436 Made IMP_8.3002199.AF322577.2081_2822.1436 into gene. strand=+, frame=0
IMP_9.3002200.AY033653.2787_3525.1516 Made IMP_9.3002200.AY033653.2787_3525.1516 into gene. strand=+, frame=0
IND_1.3002256.AF099139.505_1225.1595 Made IND_1.3002256.AF099139.505_1225.1595 into gene. strand=+, frame=0
IND_10.3002266.GU206353.18_738.1672 Made IND_10.3002266.GU206353.18_738.1672 into gene. strand=+, frame=0
IND_11.3002267.HM245379.56_788.1747 Made IND_11.3002267.HM245379.56_788.1747 into gene. strand=+, frame=0
IND_12.3002268.HM245380.27_759.1826 Made IND_12.3002268.HM245380.27_759.1826 into gene. strand=+, frame=0
IND_14.3002269.HM367709.7_727.1908 Made IND_14.3002269.HM367709.7_727.1908 into gene. strand=+, frame=0
IND_15.3002270.AB563173.32_764.1987 Made IND_15.3002270.AB563173.32_764.1987 into gene. strand=+, frame=0
IND_2.3002257.AF219127.0_732.774 Made IND_2.3002257.AF219127.0_732.774 into gene. strand=+, frame=0
IND_2a.3002258.AF219130.0_732.838 Made IND_2a.3002258.AF219130.0_732.838 into gene. strand=+, frame=0
IND_3.3002259.AF219131.0_720.914 Made IND_3.3002259.AF219131.0_720.914 into gene. strand=+, frame=0
IND_4.3002260.AF219135.0_729.1016 Made IND_4.3002260.AF219135.0_729.1016 into gene. strand=+, frame=0
IND_5.3002261.AY504627.0_720.1093 Made IND_5.3002261.AY504627.0_720.1093 into gene. strand=+, frame=0
IND_6.3002262.AM087455.291_1011.1175 Made IND_6.3002262.AM087455.291_1011.1175 into gene. strand=+, frame=0
IND_7.3002263.AB529520.0_720.1261 Made IND_7.3002263.AB529520.0_720.1261 into gene. strand=+, frame=0
IND_8.3002264.GU186044.39_759.1340 Made IND_8.3002264.GU186044.39_759.1340 into gene. strand=+, frame=0
IND_9.3002265.GU186045.34_754.1417 Made IND_9.3002265.GU186045.34_754.1417 into gene. strand=+, frame=0
JOHN_1_beta_lactamase.3000840.AY028464.442_1189.1483 Made JOHN_1_beta_lactamase.3000840.AY028464.442_1189.1483 into gene. strand=+, frame=0
KHM_1_beta_lactamase.3000847.AB364006.61_787.1557 Made KHM_1_beta_lactamase.3000847.AB364006.61_787.1557 into gene. strand=+, frame=0
KPC_10.3002320.GQ140348.0_882.1633 Made KPC_10.3002320.GQ140348.0_882.1633 into gene. strand=+, frame=0
KPC_11.3002321.HM066995.0_882.1710 Made KPC_11.3002321.HM066995.0_882.1710 into gene. strand=+, frame=0
KPC_12.3002322.HQ641421.0_882.1786 Made KPC_12.3002322.HQ641421.0_882.1786 into gene. strand=+, frame=0
KPC_13.3002323.HQ342889.0_882.1869 Made KPC_13.3002323.HQ342889.0_882.1869 into gene. strand=+, frame=0
KPC_14.3002324.JX524191.395_1271.1971 Made KPC_14.3002324.JX524191.395_1271.1971 into gene. strand=+, frame=0
KPC_15.3002325.KC433553.0_882.2049 Made KPC_15.3002325.KC433553.0_882.2049 into gene. strand=+, frame=0
KPC_16.3002326.KC465199.0_882.792 Made KPC_16.3002326.KC465199.0_882.792 into gene. strand=+, frame=0
KPC_17.3002327.KC465200.0_882.873 Made KPC_17.3002327.KC465200.0_882.873 into gene. strand=+, frame=0
KPC_19.3002329.KJ775801.0_882.954 Made KPC_19.3002329.KJ775801.0_882.954 into gene. strand=+, frame=0
KPC_2.3002312.AY034847.5_887.1032 Made KPC_2.3002312.AY034847.5_887.1032 into gene. strand=+, frame=0
KPC_22.3003180.KM379100.0_882.1112 Made KPC_22.3003180.KM379100.0_882.1112 into gene. strand=+, frame=0
KPC_3.3002313.AF395881.0_882.1192 Made KPC_3.3002313.AF395881.0_882.1192 into gene. strand=+, frame=0
KPC_5.3002315.EU400222.2159_3041.1358 Made KPC_5.3002315.EU400222.2159_3041.1358 into gene. strand=+, frame=0
KPC_6.3002316.EU555534.0_882.1437 Made KPC_6.3002316.EU555534.0_882.1437 into gene. strand=+, frame=0
KPC_7.3002317.EU729727.0_882.1517 Made KPC_7.3002317.EU729727.0_882.1517 into gene. strand=+, frame=0
KPC_8.3002318.FJ234412.0_882.1870 Made KPC_8.3002318.FJ234412.0_882.1870 into gene. strand=+, frame=0
Klebsiella_OmpK35_conferring.3003966.NC_016845.1.1904307_1904991.3763 Made Klebsiella_OmpK35_conferring.3003966.NC_016845.1.1904307_1904991.3763 into gene. strand=-, frame=0
Klebsiella_OmpK36_conferring.3003968.NC_016845.1.3727881_3728985.3765 Made Klebsiella_OmpK36_conferring.3003968.NC_016845.1.3727881_3728985.3765 into gene. strand=-, frame=0
Klebsiella_mutant_PhoP.3003585.FO834906.1.2325636_2326308.3527 Made Klebsiella_mutant_PhoP.3003585.FO834906.1.2325636_2326308.3527 into gene. strand=-, frame=0
L1_beta_lactamase.3000582.AJ272109.0_888.1909 Made L1_beta_lactamase.3000582.AJ272109.0_888.1909 into gene. strand=+, frame=0
LAT_1.3001857.X78117.141_1287.1988 Made LAT_1.3001857.X78117.141_1287.1988 into gene. strand=+, frame=0
LCR_1.3002997.X56809.111_894.775 Made LCR_1.3002997.X56809.111_894.775 into gene. strand=+, frame=0
LEN_1.3002454.X04515.285_1125.776 Made LEN_1.3002454.X04515.285_1125.776 into gene. strand=+, frame=0
LEN_15.3002478.AF452105.0_840.1268 Made LEN_15.3002478.AF452105.0_840.1268 into gene. strand=+, frame=0
LEN_16.3002464.AY743416.67_928.1347 Made LEN_16.3002464.AY743416.67_928.1347 into gene. strand=+, frame=0
LEN_18.3002465.AM850908.0_861.1424 Made LEN_18.3002465.AM850908.0_861.1424 into gene. strand=+, frame=0
LEN_19.3002466.AM850909.0_861.1502 Made LEN_19.3002466.AM850909.0_861.1502 into gene. strand=+, frame=0
LEN_2.3002455.AY037780.88_949.1580 Made LEN_2.3002455.AY037780.88_949.1580 into gene. strand=+, frame=0
LEN_20.3002467.AM850910.0_861.1657 Made LEN_20.3002467.AM850910.0_861.1657 into gene. strand=+, frame=0
LEN_21.3002468.AM850911.0_861.1732 Made LEN_21.3002468.AM850911.0_861.1732 into gene. strand=+, frame=0
LEN_22.3002469.AM850912.0_861.1809 Made LEN_22.3002469.AM850912.0_861.1809 into gene. strand=+, frame=0
LEN_23.3002470.AM850913.0_861.1898 Made LEN_23.3002470.AM850913.0_861.1898 into gene. strand=+, frame=0
LEN_24.3002471.AM850914.30_891.1977 Made LEN_24.3002471.AM850914.30_891.1977 into gene. strand=+, frame=0
LEN_26.3002474.NG_049281.0_861.3610 Made LEN_26.3002474.NG_049281.0_861.3610 into gene. strand=+, frame=0
LEN_5.3002456.AY633109.0_861.874 Made LEN_5.3002456.AY633109.0_861.874 into gene. strand=+, frame=0
LRA_1.3002482.EU408346.4825_5713.1285 Made LRA_1.3002482.EU408346.4825_5713.1285 into gene. strand=-, frame=1
LRA_10.3002489.EU408357.1.52_1180.3697 Made LRA_10.3002489.EU408357.1.52_1180.3697 into gene. strand=-, frame=0
LRA_12.3002511.EU408351.16572_17454.1445 Made LRA_12.3002511.EU408351.16572_17454.1445 into gene. strand=+, frame=0
LRA_13.3002484.EU408352.35394_37224.1518 Made LRA_13.3002484.EU408352.35394_37224.1518 into gene. strand=-, frame=1
LRA_17.3002512.EU408354.3570_4455.1596 Made LRA_17.3002512.EU408354.3570_4455.1596 into gene. strand=-, frame=1
LRA_18.3002492.EU408355.24321_25482.1673 Made LRA_18.3002492.EU408355.24321_25482.1673 into gene. strand=+, frame=0
LRA_19.3002513.EU408359.3791_4694.1748 Made LRA_19.3002513.EU408359.3791_4694.1748 into gene. strand=+, frame=0
LRA_2.3002485.EU408347.10174_11083.1828 Made LRA_2.3002485.EU408347.10174_11083.1828 into gene. strand=-, frame=1
LRA_3.3002510.EU408348.1243_2152.1917 Made LRA_3.3002510.EU408348.1243_2152.1917 into gene. strand=+, frame=0
LRA_5.3002483.EU408358.27458_28439.1996 Made LRA_5.3002483.EU408358.27458_28439.1996 into gene. strand=-, frame=1
LRA_7.3002486.EU408356.1.7570_8479.3698 Made LRA_7.3002486.EU408356.1.7570_8479.3698 into gene. strand=+, frame=0
LRA_8.3002487.EU408349.107_1025.858 Made LRA_8.3002487.EU408349.107_1025.858 into gene. strand=+, frame=0
LRA_9.3002488.EU408350.11679_12585.938 Made LRA_9.3002488.EU408350.11679_12585.938 into gene. strand=-, frame=1
LpxA.3003573.CP010781.1.2255674_2256463.3505 Made LpxA.3003573.CP010781.1.2255674_2256463.3505 into gene. strand=-, frame=0
LpxC.3003574.CP010781.1.3758031_3758934.3508 Made LpxC.3003574.CP010781.1.3758031_3758934.3508 into gene. strand=-, frame=0
MCR_1.3003689.KP347127.22412_24038.3390 Made MCR_1.3003689.KP347127.22412_24038.3390 into gene. strand=+, frame=0
MIR_1.3002166.M37839.927_2073.1024 Made MIR_1.3002166.M37839.927_2073.1024 into gene. strand=+, frame=0
MIR_10.3002175.KM087858.0_1146.1102 Made MIR_10.3002175.KM087858.0_1146.1102 into gene. strand=+, frame=0
MIR_11.3002176.KM087859.0_1146.1182 Made MIR_11.3002176.KM087859.0_1146.1182 into gene. strand=+, frame=0
MIR_12.3002177.KM087863.0_1146.1269 Made MIR_12.3002177.KM087863.0_1146.1269 into gene. strand=+, frame=0
MIR_13.3002178.KM087862.0_1146.1348 Made MIR_13.3002178.KM087862.0_1146.1348 into gene. strand=+, frame=0
MIR_14.3002179.KM087864.0_1146.1425 Made MIR_14.3002179.KM087864.0_1146.1425 into gene. strand=+, frame=0
MIR_15.3002180.KM087851.0_1146.1503 Made MIR_15.3002180.KM087851.0_1146.1503 into gene. strand=+, frame=0
MIR_16.3002181.KM087861.0_1146.1581 Made MIR_16.3002181.KM087861.0_1146.1581 into gene. strand=+, frame=0
MIR_17.3003173.LN515535.0_1146.1658 Made MIR_17.3003173.LN515535.0_1146.1658 into gene. strand=+, frame=0
MIR_2.3002168.AY227752.88_1234.1733 Made MIR_2.3002168.AY227752.88_1234.1733 into gene. strand=+, frame=0
MIR_3.3002169.AY743435.13_1159.1810 Made MIR_3.3002169.AY743435.13_1159.1810 into gene. strand=+, frame=0
MIR_4.3002167.EF417572.29_1175.1899 Made MIR_4.3002167.EF417572.29_1175.1899 into gene. strand=+, frame=0
MIR_5.3002170.KP050484.0_1146.1978 Made MIR_5.3002170.KP050484.0_1146.1978 into gene. strand=+, frame=0
MIR_6.3002171.JQ664733.0_1146.764 Made MIR_6.3002171.JQ664733.0_1146.764 into gene. strand=+, frame=0
MIR_8.3002173.FJ237367.0_1146.3325 Made MIR_8.3002173.FJ237367.0_1146.3325 into gene. strand=+, frame=0
MIR_9.3002174.KM087860.0_1146.875 Made MIR_9.3002174.KM087860.0_1146.875 into gene. strand=+, frame=0
MOX_1.3002182.D13304.232_1381.961 Made MOX_1.3002182.D13304.232_1381.961 into gene. strand=+, frame=0
MOX_2.3002183.AJ276453.4619_5768.1039 Made MOX_2.3002183.AJ276453.4619_5768.1039 into gene. strand=+, frame=0
MOX_3.3002186.EU515248.0_1149.1119 Made MOX_3.3002186.EU515248.0_1149.1119 into gene. strand=+, frame=0
MOX_4.3002184.FJ262599.0_1149.1199 Made MOX_4.3002184.FJ262599.0_1149.1199 into gene. strand=+, frame=0
MOX_5.3002188.GQ152600.0_1152.1286 Made MOX_5.3002188.GQ152600.0_1152.1286 into gene. strand=+, frame=0
MOX_6.3002185.GQ152601.0_1152.1364 Made MOX_6.3002185.GQ152601.0_1152.1364 into gene. strand=+, frame=0
MOX_7.3002189.GQ152602.0_1152.1446 Made MOX_7.3002189.GQ152602.0_1152.1446 into gene. strand=+, frame=0
MOX_8.3002190.JX173956.0_1152.1519 Made MOX_8.3002190.JX173956.0_1152.1519 into gene. strand=+, frame=0
MOX_9.3002191.NG_049322.100_1252.3606 Made MOX_9.3002191.NG_049322.100_1252.3606 into gene. strand=+, frame=0
MSI_1.3003718.KP109676.0_1026.3433 Made MSI_1.3003718.KP109676.0_1026.3433 into gene. strand=+, frame=0
MSI_OXA.3003719.KP109676.1022_1841.3434 Made MSI_OXA.3003719.KP109676.1022_1841.3434 into gene. strand=+, frame=0
MUS_1_beta_lactamase.3000843.AF441286.224_965.1597 Made MUS_1_beta_lactamase.3000843.AF441286.224_965.1597 into gene. strand=+, frame=0
MUS_2_beta_lactamase.3003842.NG_049325.0_741.3605 Made MUS_2_beta_lactamase.3003842.NG_049325.0_741.3605 into gene. strand=+, frame=0
Mrx.3003839.AY522923.1.7744_8983.3600 Made Mrx.3003839.AY522923.1.7744_8983.3600 into gene. strand=-, frame=0
Mycobacterium_tuberculosis_ndh.3003461.AL123456.2101650_2103042.2086 Made Mycobacterium_tuberculosis_ndh.3003461.AL123456.2101650_2103042.2086 into gene. strand=-, frame=1
NDM_1.3000589.FN396876.2406_3219.3746 Made NDM_1.3000589.FN396876.2406_3219.3746 into gene. strand=-, frame=0
NDM_10.3002360.KF361506.0_813.1749 Made NDM_10.3002360.KF361506.0_813.1749 into gene. strand=+, frame=0
NDM_12.3002362.AB926431.510_1323.1829 Made NDM_12.3002362.AB926431.510_1323.1829 into gene. strand=+, frame=0
NDM_13.3003182.LC012596.3585_4398.1918 Made NDM_13.3003182.LC012596.3585_4398.1918 into gene. strand=+, frame=0
NDM_14.3003183.KM210086.1.9067_9880.3685 Made NDM_14.3003183.KM210086.1.9067_9880.3685 into gene. strand=+, frame=0
NDM_2.3000590.JF703135.0_813.777 Made NDM_2.3000590.JF703135.0_813.777 into gene. strand=+, frame=0
NDM_3.3002354.JQ734687.0_813.859 Made NDM_3.3002354.JQ734687.0_813.859 into gene. strand=+, frame=0
NDM_4.3002355.JQ348841.0_813.939 Made NDM_4.3002355.JQ348841.0_813.939 into gene. strand=+, frame=0
NDM_5.3000467.JN104597.114_927.1025 Made NDM_5.3000467.JN104597.114_927.1025 into gene. strand=+, frame=0
